client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
58d3d473a78655ad546b029895c0c0628b7cd088ec69693a072873bccd87b36b2c1494ef49850abbe285181f1ffdcab6f50ad4e7288b38f9db316328a690b332	common_voice_nl_35219442.mp3	Het is duidelijk dat sommige mensen een ingewikkeld leven blijken te leiden.	4	0	twenties	other	Nederlands Nederlands	nl	
58d3d473a78655ad546b029895c0c0628b7cd088ec69693a072873bccd87b36b2c1494ef49850abbe285181f1ffdcab6f50ad4e7288b38f9db316328a690b332	common_voice_nl_35219443.mp3	Daar kom ik later nog op terug.	2	0	twenties	other	Nederlands Nederlands	nl	
58d3d473a78655ad546b029895c0c0628b7cd088ec69693a072873bccd87b36b2c1494ef49850abbe285181f1ffdcab6f50ad4e7288b38f9db316328a690b332	common_voice_nl_35219449.mp3	Sommige landen leven van maakindustrie, andere van verwerkingsindustrie.	2	0	twenties	other	Nederlands Nederlands	nl	
58d3d473a78655ad546b029895c0c0628b7cd088ec69693a072873bccd87b36b2c1494ef49850abbe285181f1ffdcab6f50ad4e7288b38f9db316328a690b332	common_voice_nl_35219453.mp3	Dat hebben wij altijd verdedigd.	2	0	twenties	other	Nederlands Nederlands	nl	
58d3d473a78655ad546b029895c0c0628b7cd088ec69693a072873bccd87b36b2c1494ef49850abbe285181f1ffdcab6f50ad4e7288b38f9db316328a690b332	common_voice_nl_35219459.mp3	Onze ogen hiervoor sluiten zal absoluut niet helpen.	2	0	twenties	other	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981627.mp3	Hij heeft een klap van de molen gekregen.	2	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981628.mp3	De regering heeft de munt gedevalueerd en haar binnenlandse en buitenlandse schulden bevroren.	2	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981630.mp3	Daarom, mijnheer de commissaris, is het woord nu aan u.	2	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981632.mp3	Iets aan de grote klok hangen.	4	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981644.mp3	Honderdduizenden mensen verloren het leven, miljoenen verloren nauwe verwanten en hun broodwinning.	2	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981645.mp3	Van een leien dakje gaan.	2	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981646.mp3	Deze maatregel zal hun opnieuw hoop geven op een snelle behandeling.	2	0	twenties	female	Nederlands Nederlands	nl	
9553de3ea14477d610db8eb25379bc7b900d155a91c238b8b58cd80d45991ff7e6eb2a4a3461922a270800169c51485b9ef2a88febfeaea0863e690d9c04d015	common_voice_nl_34981647.mp3	Ik ben dus wat voorzichtiger.	2	0	twenties	female	Nederlands Nederlands	nl	
